Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
UCM,08-01-2020,80283,August,202008,2020,Marketing Cloud,Email,1926,12845
Recruiting,11-01-2020,106010,November,202011,2020,Marketing Cloud,Email,3307,27562
Recruiting,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,2381,2769
IT,11-01-2020,102360,November,202011,2020,Marketing Cloud,Email,59470,84958
Human Resources,01-01-2021,40000,January,202101,2021,Marketing Cloud,Email,9600,38400
Student Affairs,08-01-2020,42015,August,202008,2020,Marketing Cloud,Email,6176,29410
Human Resources,01-01-2021,47428,January,202101,2021,Marketing Cloud,Email,6070,30353
Recruiting,11-01-2020,42015,November,202011,2020,Marketing Cloud,Email,1487,24788
Recruiting,01-01-2021,11590,January,202101,2021,Marketing Cloud,Email,4514,11010
Recruiting,11-01-2020,31377,November,202011,2020,Marketing Cloud,Email,156,7844
Recruiting,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
Recruiting,01-01-2021,34478,January,202101,2021,Marketing Cloud,Email,3040,6206
UCM,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,167,202
WKSU,01-01-2021,246,January,202101,2021,Cognos Report to Email,Email,90,221
Student Affairs,10-01-2020,102360,October,202010,2020,Marketing Cloud,Email,2487,82911
UCM,11-01-2020,136255,November,202011,2020,Marketing Cloud,Email,1062,53139
Student Affairs,10-01-2020,500000,October,202010,2020,Marketing Cloud,Email,61100,470000
Recruiting,01-01-2021,47,January,202101,2021,Marketing Cloud,Email,2,7
UCM,08-01-2020,355184,August,202008,2020,Marketing Cloud,Email,2841,14207
Human Resources,10-01-2020,136255,October,202010,2020,Marketing Cloud,Email,66424,102191
Human Resources,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,102688,140669
Academic Affairs,08-01-2020,38603,August,202008,2020,Marketing Cloud,Email,3960,10422
Academic Affairs,01-01-2021,1271250,January,202101,2021,Marketing Cloud,Email,444429,966150
Recruiting,01-01-2021,92268,January,202101,2021,Marketing Cloud,Email,27771,32293
Recruiting,11-01-2020,167464,November,202011,2020,Marketing Cloud,Email,18421,36842
Academic Affairs,08-01-2020,350000,August,202008,2020,Marketing Cloud,Email,31185,283500
Human Resources,09-01-2020,373,September,202009,2020,Marketing Cloud,Email,82,175
IT,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,1900,95000
Student Affairs,08-01-2020,500000,August,202008,2020,TargetX Messaging,Text Message,262200,285000
UCM,10-01-2020,3432,October,202010,2020,Marketing Cloud,Email,2229,3054
UCM,09-01-2020,49861,September,202009,2020,Marketing Cloud,Email,8790,21440
IT,12-01-2020,40000,December,202012,2020,Marketing Cloud,Email,8040,12000
Recruiting,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,404,404
WKSU,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,7308,21495
Student Affairs,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,11119,138995
UCM,10-01-2020,3432,October,202010,2020,Marketing Cloud,Email,914,2539
Human Resources,10-01-2020,106010,October,202010,2020,Marketing Cloud,Email,1876,3180
Student Affairs,10-01-2020,259644,October,202010,2020,Marketing Cloud,Email,46086,64911
UCM,11-01-2020,136255,November,202011,2020,Marketing Cloud,Email,1199,5450
IT,11-01-2020,42015,November,202011,2020,Marketing Cloud,Email,3062,34032
Recruiting,08-01-2020,34478,August,202008,2020,Marketing Cloud,Email,15887,33098
Human Resources,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,1883,8188
Academic Affairs,10-01-2020,167464,October,202010,2020,Marketing Cloud,Email,27898,28468
Human Resources,10-01-2020,58502,October,202010,2020,Marketing Cloud,Email,27449,29836
IT,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Recruiting,11-01-2020,355184,November,202011,2020,Marketing Cloud,Email,51146,159832
Recruiting,11-01-2020,1006194,November,202011,2020,Marketing Cloud,Email,203754,754645
Recruiting,12-01-2020,723568,December,202012,2020,Marketing Cloud,Email,483921,549911
UCM,12-01-2020,350000,December,202012,2020,Marketing Cloud,Email,8575,171500
Human Resources,01-01-2021,47,January,202101,2021,Marketing Cloud,Email,1,9
WKSU,11-01-2020,1029207,November,202011,2020,Marketing Cloud,Email,433707,885118
Academic Affairs,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,411,10292
IT,12-01-2020,723568,December,202012,2020,Phone,Phone Call,315113,484790
Recruiting,08-01-2020,40000,August,202008,2020,Cognos Report to Email,Email,15600,15600
Recruiting,10-01-2020,167464,October,202010,2020,Marketing Cloud,Email,46219,100478
IT,01-01-2021,245595,January,202101,2021,Marketing Cloud,Email,60415,100693
Student Affairs,10-01-2020,246,October,202010,2020,Marketing Cloud,Email,74,162
IT,12-01-2020,136255,December,202012,2020,Marketing Cloud,Email,82406,130804
WKSU,11-01-2020,31377,November,202011,2020,Marketing Cloud,Email,4405,16316
Student Affairs,01-01-2021,42015,January,202101,2021,Marketing Cloud,Email,21179,29830
Student Affairs,10-01-2020,1006194,October,202010,2020,Phone,Phone Call,19017,211300
IT,12-01-2020,74152,December,202012,2020,Marketing Cloud,Email,10707,28177
WKSU,12-01-2020,74152,December,202012,2020,Marketing Cloud,Email,39389,61546
Recruiting,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,21559,46869
IT,09-01-2020,0,September,202009,2020,Marketing Cloud,Email,0,0
IT,11-01-2020,80283,November,202011,2020,Marketing Cloud,Email,40076,77071
Academic Affairs,10-01-2020,500000,October,202010,2020,Marketing Cloud,Email,124800,130000
Academic Affairs,01-01-2021,3432,January,202101,2021,Marketing Cloud,Email,31,446
Academic Affairs,01-01-2021,42015,January,202101,2021,Marketing Cloud,Email,155,15545
Academic Affairs,12-01-2020,1379954,December,202012,2020,Marketing Cloud,Email,386386,551981
WKSU,10-01-2020,106010,October,202010,2020,Marketing Cloud,Email,53163,90108
Academic Affairs,10-01-2020,167464,October,202010,2020,Marketing Cloud,Email,75157,113875
UCM,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,4688,29300
IT,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
IT,08-01-2020,20217,August,202008,2020,Marketing Cloud,Email,13763,18599
Recruiting,09-01-2020,245595,September,202009,2020,Marketing Cloud,Email,2750,4911
UCM,10-01-2020,19871,October,202010,2020,Marketing Cloud,Email,14501,16294
Recruiting,01-01-2021,136769,January,202101,2021,Marketing Cloud,Email,61025,62913
Human Resources,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
Academic Affairs,08-01-2020,42015,August,202008,2020,Marketing Cloud,Email,17301,29830
Academic Affairs,09-01-2020,182327,September,202009,2020,Marketing Cloud,Email,26692,111219
IT,12-01-2020,58502,December,202012,2020,Flashline,Portal Alert,731,2925
UCM,10-01-2020,58502,October,202010,2020,Marketing Cloud,Email,1064,7605
Student Affairs,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,466976,1297156
Student Affairs,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,5683,47366
UCM,11-01-2020,34478,November,202011,2020,TargetX Messaging,Text Message,17093,25513
IT,12-01-2020,373,December,202012,2020,Marketing Cloud,Email,184,361
Human Resources,09-01-2020,167464,September,202009,2020,Marketing Cloud,Email,28033,103827
Recruiting,08-01-2020,36625,August,202008,2020,Marketing Cloud,Email,2900,6592
Academic Affairs,01-01-2021,259644,January,202101,2021,Marketing Cloud,Email,194421,202522
Human Resources,01-01-2021,19871,January,202101,2021,Marketing Cloud,Email,2464,12320
IT,01-01-2021,36625,January,202101,2021,Phone,Phone Call,2999,33328
Recruiting,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,1650,55000
IT,12-01-2020,17131,December,202012,2020,Marketing Cloud,Email,1544,3768
Human Resources,12-01-2020,36157,December,202012,2020,Marketing Cloud,Email,11931,15909
Student Affairs,11-01-2020,355184,November,202011,2020,Marketing Cloud,Email,151165,269939
Recruiting,09-01-2020,42015,September,202009,2020,Flashline,Portal Alert,8200,13444
UCM,09-01-2020,125000,September,202009,2020,Marketing Cloud,Email,16100,17500
Student Affairs,01-01-2021,42015,January,202101,2021,Marketing Cloud,Email,2218,10083
Student Affairs,01-01-2021,38603,January,202101,2021,Cognos Report to Email,Email,5539,13511
Recruiting,01-01-2021,1549831,January,202101,2021,Marketing Cloud,Email,68347,108488
Academic Affairs,08-01-2020,17307,August,202008,2020,Marketing Cloud,Email,12526,16268
Student Affairs,09-01-2020,373,September,202009,2020,Marketing Cloud,Email,106,108
Recruiting,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,10276,12845
UCM,12-01-2020,11590,December,202012,2020,Marketing Cloud,Email,9313,11358
UCM,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,33600,35000
UCM,12-01-2020,34478,December,202012,2020,Marketing Cloud,Email,641,2068
WKSU,09-01-2020,49861,September,202009,2020,Marketing Cloud,Email,24386,36398
Recruiting,11-01-2020,1549831,November,202011,2020,Marketing Cloud,Email,81830,123986
UCM,09-01-2020,182327,September,202009,2020,Marketing Cloud,Email,15752,175033
IT,12-01-2020,1271250,December,202012,2020,Marketing Cloud,Email,7627,381375
WKSU,12-01-2020,39863,December,202012,2020,Marketing Cloud,Email,16825,25113
Academic Affairs,11-01-2020,17307,November,202011,2020,Marketing Cloud,Email,1869,2596
Recruiting,10-01-2020,80283,October,202010,2020,Marketing Cloud,Email,5138,12845
UCM,08-01-2020,259644,August,202008,2020,Marketing Cloud,Email,229005,233679
Student Affairs,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,29479,73699
IT,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,212512,965967
Student Affairs,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,8943,12086
Student Affairs,12-01-2020,3432,December,202012,2020,Marketing Cloud,Email,1073,2333
Student Affairs,01-01-2021,40000,January,202101,2021,Marketing Cloud,Email,3528,16800
Student Affairs,01-01-2021,58502,January,202101,2021,Flashline,Portal Alert,30958,49141
Academic Affairs,09-01-2020,58502,September,202009,2020,Marketing Cloud,Email,16988,38611
Recruiting,01-01-2021,355184,January,202101,2021,Marketing Cloud,Email,5540,10655
Academic Affairs,11-01-2020,39863,November,202011,2020,Marketing Cloud,Email,7115,13952
IT,01-01-2021,245595,January,202101,2021,Marketing Cloud,Email,3315,12279
Academic Affairs,11-01-2020,87671,November,202011,2020,Marketing Cloud,Email,779,876
Recruiting,09-01-2020,0,September,202009,2020,Marketing Cloud,Email,0,0
UCM,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,56133,73860
WKSU,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Recruiting,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
Human Resources,12-01-2020,1549831,December,202012,2020,Marketing Cloud,Email,568167,604434
IT,11-01-2020,34478,November,202011,2020,Marketing Cloud,Email,23582,24824
Human Resources,09-01-2020,19871,September,202009,2020,Marketing Cloud,Email,1639,4967
WKSU,08-01-2020,102360,August,202008,2020,Marketing Cloud,Email,11085,58345
IT,09-01-2020,141779,September,202009,2020,Marketing Cloud,Email,3572,4253
Recruiting,11-01-2020,92268,November,202011,2020,Phone,Phone Call,1679,23989
Academic Affairs,09-01-2020,80283,September,202009,2020,Marketing Cloud,Email,2761,3211
Human Resources,10-01-2020,31377,October,202010,2020,Marketing Cloud,Email,4128,8785
Recruiting,08-01-2020,167464,August,202008,2020,Flashline,Portal Alert,18889,20095
Academic Affairs,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,7086,11249
Human Resources,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,3572,11523
UCM,01-01-2021,245595,January,202101,2021,TargetX Messaging,Text Message,11984,19647
Student Affairs,10-01-2020,3432,October,202010,2020,Marketing Cloud,Email,1298,1475
WKSU,11-01-2020,87671,November,202011,2020,Marketing Cloud,Email,12466,69260
UCM,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,6669,7095
Human Resources,09-01-2020,42015,September,202009,2020,Marketing Cloud,Email,23528,23528
WKSU,08-01-2020,80283,August,202008,2020,Marketing Cloud,Email,10525,18465
Academic Affairs,08-01-2020,17307,August,202008,2020,Marketing Cloud,Email,11918,16787
Student Affairs,01-01-2021,700000,January,202101,2021,TargetX Email,Email,388080,616000
Recruiting,11-01-2020,92268,November,202011,2020,Marketing Cloud,Email,53468,56283
WKSU,08-01-2020,350000,August,202008,2020,Marketing Cloud,Email,67830,178500
IT,10-01-2020,49861,October,202010,2020,Marketing Cloud,Email,1590,14459
Recruiting,01-01-2021,700000,January,202101,2021,Marketing Cloud,Email,178360,686000
WKSU,12-01-2020,39863,December,202012,2020,Marketing Cloud,Email,215,3587
Recruiting,08-01-2020,40000,August,202008,2020,Constant Contact,Email,2944,9200
Recruiting,09-01-2020,17131,September,202009,2020,TargetX Messaging,Text Message,13832,14561
Recruiting,12-01-2020,36625,December,202012,2020,Marketing Cloud,Email,5493,7325
Recruiting,09-01-2020,17131,September,202009,2020,Marketing Cloud,Email,9832,11991
Recruiting,01-01-2021,246,January,202101,2021,Marketing Cloud,Email,1,147
UCM,09-01-2020,39863,September,202009,2020,Marketing Cloud,Email,17957,33883
Academic Affairs,09-01-2020,40000,September,202009,2020,Marketing Cloud,Email,9000,36000
WKSU,10-01-2020,47428,October,202010,2020,Marketing Cloud,Email,9494,10434
Recruiting,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
IT,12-01-2020,49861,December,202012,2020,Marketing Cloud,Email,5235,34902
Human Resources,12-01-2020,355184,December,202012,2020,Marketing Cloud,Email,273491,273491
Recruiting,10-01-2020,723568,October,202010,2020,Marketing Cloud,Email,4124,137477
UCM,08-01-2020,1271250,August,202008,2020,Marketing Cloud,Email,315142,851737
Recruiting,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,253596,329346
Human Resources,08-01-2020,17131,August,202008,2020,Marketing Cloud,Email,171,685
WKSU,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,24157,35526
IT,01-01-2021,31377,January,202101,2021,Marketing Cloud,Email,3040,5961
WKSU,01-01-2021,259644,January,202101,2021,Marketing Cloud,Email,19160,23367
Academic Affairs,12-01-2020,245595,December,202012,2020,Constant Contact,Email,153054,186652
WKSU,09-01-2020,167464,September,202009,2020,Marketing Cloud,Email,24483,72009
Recruiting,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Student Affairs,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
IT,10-01-2020,40000,October,202010,2020,Marketing Cloud,Email,2604,2800
WKSU,12-01-2020,34478,December,202012,2020,Marketing Cloud,Email,9460,16894
Recruiting,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
Recruiting,01-01-2021,36157,January,202101,2021,Marketing Cloud,Email,889,14824
UCM,09-01-2020,246,September,202009,2020,TargetX Email,Email,143,231
IT,01-01-2021,17131,January,202101,2021,TargetX Messaging,Text Message,3268,9079
Student Affairs,09-01-2020,27782,September,202009,2020,TargetX Messaging,Text Message,2399,3333
Student Affairs,10-01-2020,141779,October,202010,2020,Marketing Cloud,Email,78942,123347
Recruiting,01-01-2021,20217,January,202101,2021,TargetX Messaging,Text Message,13872,19003
WKSU,10-01-2020,141779,October,202010,2020,Marketing Cloud,Email,4210,4253
Academic Affairs,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Academic Affairs,12-01-2020,1271250,December,202012,2020,Marketing Cloud,Email,126997,343237
WKSU,11-01-2020,136769,November,202011,2020,TargetX Email,Email,76754,125827
Recruiting,10-01-2020,136769,October,202010,2020,Marketing Cloud,Email,66346,86164
Recruiting,10-01-2020,87671,October,202010,2020,Marketing Cloud,Email,67331,84164
Recruiting,12-01-2020,500000,December,202012,2020,Marketing Cloud,Email,27300,30000
WKSU,01-01-2021,700000,January,202101,2021,Marketing Cloud,Email,199360,224000
Academic Affairs,09-01-2020,47,September,202009,2020,Marketing Cloud,Email,12,15
WKSU,11-01-2020,136255,November,202011,2020,Cognos Report to Email,Email,86535,99466
Student Affairs,12-01-2020,700000,December,202012,2020,Marketing Cloud,Email,110880,112000
IT,09-01-2020,31377,September,202009,2020,Marketing Cloud,Email,6588,10981
Recruiting,01-01-2021,350000,January,202101,2021,Marketing Cloud,Email,27125,87500
Academic Affairs,09-01-2020,1006194,September,202009,2020,Marketing Cloud,Email,324497,432663
Student Affairs,10-01-2020,36157,October,202010,2020,Cognos Report to Email,Email,8406,9039
IT,10-01-2020,167464,October,202010,2020,Marketing Cloud,Email,5274,8373
Human Resources,09-01-2020,1379954,September,202009,2020,Marketing Cloud,Email,1126041,1172960
UCM,09-01-2020,3432,September,202009,2020,Marketing Cloud,Email,233,2333
UCM,01-01-2021,58502,January,202101,2021,Marketing Cloud,Email,298,29836
Academic Affairs,10-01-2020,3432,October,202010,2020,Marketing Cloud,Email,94,377
Recruiting,10-01-2020,125000,October,202010,2020,Marketing Cloud,Email,1050,1250
Recruiting,01-01-2021,1029207,January,202101,2021,Flashline,Portal Alert,43741,874825
Academic Affairs,10-01-2020,17131,October,202010,2020,Marketing Cloud,Email,7444,9079
