Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
Human Resources,8/1/20,245595,August,202008,2020,Marketing Cloud,Email,0,69
Recruiting,1/1/21,31377,January,202101,2021,Marketing Cloud,Email,16,50
UCM,9/1/20,0,September,202009,2020,TargetX Email,Email,7,11
IT,12/1/20,1379954,December,202012,2020,Marketing Cloud,Email,10,62
Student Affairs,1/1/21,141779,January,202101,2021,Marketing Cloud,Email,42,69
Human Resources,11/1/20,47428,November,202011,2020,Marketing Cloud,Email,3,4
IT,9/1/20,80283,September,202009,2020,Marketing Cloud,Email,32,46
IT,9/1/20,1379954,September,202009,2020,Marketing Cloud,Email,3,8
Academic Affairs,10/1/20,27782,October,202010,2020,Marketing Cloud,Email,32,38
WKSU,8/1/20,58502,August,202008,2020,Marketing Cloud,Email,20,60
Academic Affairs,9/1/20,87671,September,202009,2020,Marketing Cloud,Email,11,43
UCM,11/1/20,106010,November,202011,2020,Marketing Cloud,Email,49,67
Recruiting,11/1/20,34478,November,202011,2020,Marketing Cloud,Email,12,36
Human Resources,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,1,90
IT,10/1/20,259644,October,202010,2020,Marketing Cloud,Email,28,72
IT,1/1/21,723568,January,202101,2021,Marketing Cloud,Email,45,74
UCM,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,7,38
Academic Affairs,1/1/21,125000,January,202101,2021,TargetX Messaging,Text Message,24,33
UCM,10/1/20,19871,October,202010,2020,TargetX Email,Email,14,88
WKSU,11/1/20,80283,November,202011,2020,Marketing Cloud,Email,46,67
UCM,9/1/20,39863,September,202009,2020,Marketing Cloud,Email,18,43
Academic Affairs,1/1/21,27782,January,202101,2021,Marketing Cloud,Email,31,43
WKSU,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,12,40
Recruiting,8/1/20,167464,August,202008,2020,Marketing Cloud,Email,5,5
IT,11/1/20,3432,November,202011,2020,Marketing Cloud,Email,88,90
Human Resources,8/1/20,0,August,202008,2020,Marketing Cloud,Email,22,28
Human Resources,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,2,4
Student Affairs,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,22,89
IT,12/1/20,20217,December,202012,2020,Marketing Cloud,Email,30,66
WKSU,12/1/20,3432,December,202012,2020,Marketing Cloud,Email,24,49
Recruiting,8/1/20,36157,August,202008,2020,Constant Contact,Email,49,81
Student Affairs,10/1/20,125000,October,202010,2020,Phone,Phone Call,7,7
UCM,10/1/20,350000,October,202010,2020,Marketing Cloud,Email,52,75
WKSU,10/1/20,373,October,202010,2020,Marketing Cloud,Email,0,2
Human Resources,12/1/20,141779,December,202012,2020,Marketing Cloud,Email,5,8
Human Resources,1/1/21,20217,January,202101,2021,Marketing Cloud,Email,61,94
Student Affairs,9/1/20,245595,September,202009,2020,Marketing Cloud,Email,44,60
IT,1/1/21,136255,January,202101,2021,Marketing Cloud,Email,11,33
Student Affairs,9/1/20,700000,September,202009,2020,Marketing Cloud,Email,73,98
IT,8/1/20,136255,August,202008,2020,TargetX Email,Email,22,53
IT,9/1/20,246,September,202009,2020,Marketing Cloud,Email,8,25
Recruiting,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,0,11
Human Resources,12/1/20,47,December,202012,2020,Marketing Cloud,Email,28,43
Student Affairs,1/1/21,47428,January,202101,2021,Marketing Cloud,Email,9,25
WKSU,10/1/20,80283,October,202010,2020,Marketing Cloud,Email,44,88
UCM,9/1/20,259644,September,202009,2020,Marketing Cloud,Email,69,90
Recruiting,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,0,8
IT,8/1/20,47428,August,202008,2020,Marketing Cloud,Email,45,75
Student Affairs,1/1/21,700000,January,202101,2021,Constant Contact,Email,43,56
IT,1/1/21,36157,January,202101,2021,Marketing Cloud,Email,44,72
Student Affairs,1/1/21,36157,January,202101,2021,Marketing Cloud,Email,7,9
Human Resources,12/1/20,47428,December,202012,2020,Marketing Cloud,Email,12,16
UCM,12/1/20,102360,December,202012,2020,Marketing Cloud,Email,1,9
WKSU,1/1/21,500000,January,202101,2021,Marketing Cloud,Email,33,52
Recruiting,10/1/20,723568,October,202010,2020,Marketing Cloud,Email,5,9
Recruiting,12/1/20,49861,December,202012,2020,Marketing Cloud,Email,63,72
UCM,1/1/21,100,January,202101,2021,Marketing Cloud,Email,26,97
Human Resources,10/1/20,20217,October,202010,2020,Marketing Cloud,Email,3,34
UCM,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,5,16
IT,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,1,27
Human Resources,10/1/20,39863,October,202010,2020,Marketing Cloud,Email,3,53
Academic Affairs,11/1/20,17131,November,202011,2020,Marketing Cloud,Email,15,16
IT,9/1/20,20217,September,202009,2020,Marketing Cloud,Email,7,33
IT,9/1/20,373,September,202009,2020,Marketing Cloud,Email,12,21
Recruiting,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,0,1
Recruiting,11/1/20,58502,November,202011,2020,Marketing Cloud,Email,45,61
UCM,8/1/20,92268,August,202008,2020,Marketing Cloud,Email,51,96
UCM,9/1/20,58502,September,202009,2020,Marketing Cloud,Email,10,16
Recruiting,9/1/20,36625,September,202009,2020,Marketing Cloud,Email,46,57
Recruiting,9/1/20,100,September,202009,2020,Marketing Cloud,Email,3,30
WKSU,10/1/20,1271250,October,202010,2020,Marketing Cloud,Email,78,90
UCM,9/1/20,87671,September,202009,2020,Flashline,Portal Alert,25,88
Human Resources,10/1/20,40000,October,202010,2020,TargetX Email,Email,62,98
Academic Affairs,12/1/20,500000,December,202012,2020,Marketing Cloud,Email,21,48
Academic Affairs,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,2,26
IT,9/1/20,355184,September,202009,2020,Marketing Cloud,Email,84,95
Recruiting,12/1/20,350000,December,202012,2020,Marketing Cloud,Email,16,63
Academic Affairs,10/1/20,1549831,October,202010,2020,Marketing Cloud,Email,2,17
UCM,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,9,42
Recruiting,8/1/20,74152,August,202008,2020,Marketing Cloud,Email,13,15
WKSU,12/1/20,500000,December,202012,2020,Marketing Cloud,Email,16,19
Human Resources,11/1/20,723568,November,202011,2020,Marketing Cloud,Email,12,50
Student Affairs,10/1/20,141779,October,202010,2020,Marketing Cloud,Email,89,94
Academic Affairs,10/1/20,0,October,202010,2020,Marketing Cloud,Email,39,59
UCM,11/1/20,167464,November,202011,2020,Marketing Cloud,Email,39,58
WKSU,12/1/20,27782,December,202012,2020,Marketing Cloud,Email,6,71
WKSU,8/1/20,27782,August,202008,2020,Marketing Cloud,Email,8,18
WKSU,8/1/20,102360,August,202008,2020,Marketing Cloud,Email,5,34
IT,11/1/20,42015,November,202011,2020,Marketing Cloud,Email,5,96
Human Resources,12/1/20,182327,December,202012,2020,Phone,Phone Call,4,10
IT,12/1/20,350000,December,202012,2020,Marketing Cloud,Email,57,82
Recruiting,1/1/21,259644,January,202101,2021,Constant Contact,Email,67,79
Human Resources,1/1/21,1549831,January,202101,2021,Marketing Cloud,Email,29,40
WKSU,8/1/20,31377,August,202008,2020,Marketing Cloud,Email,28,52
Recruiting,8/1/20,17131,August,202008,2020,Marketing Cloud,Email,7,11
Academic Affairs,11/1/20,1271250,November,202011,2020,Marketing Cloud,Email,24,72
Human Resources,12/1/20,47428,December,202012,2020,Marketing Cloud,Email,13,85
Student Affairs,8/1/20,34478,August,202008,2020,Marketing Cloud,Email,23,76
Human Resources,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,63,81
Human Resources,12/1/20,47,December,202012,2020,Marketing Cloud,Email,28,68
UCM,9/1/20,34478,September,202009,2020,Marketing Cloud,Email,3,74
Academic Affairs,12/1/20,102360,December,202012,2020,Constant Contact,Email,32,35
Recruiting,8/1/20,1006194,August,202008,2020,Marketing Cloud,Email,35,40
Recruiting,11/1/20,34478,November,202011,2020,Marketing Cloud,Email,28,35
UCM,10/1/20,87671,October,202010,2020,Marketing Cloud,Email,3,12
Student Affairs,9/1/20,80283,September,202009,2020,Marketing Cloud,Email,43,100
Student Affairs,12/1/20,182327,December,202012,2020,Marketing Cloud,Email,51,100
Academic Affairs,10/1/20,34478,October,202010,2020,Marketing Cloud,Email,48,73
IT,1/1/21,1549831,January,202101,2021,Phone,Phone Call,6,78
IT,10/1/20,80283,October,202010,2020,Marketing Cloud,Email,70,96
Academic Affairs,10/1/20,1379954,October,202010,2020,Marketing Cloud,Email,39,56
Student Affairs,8/1/20,92268,August,202008,2020,Marketing Cloud,Email,20,64
WKSU,10/1/20,723568,October,202010,2020,Marketing Cloud,Email,7,77
Human Resources,1/1/21,80283,January,202101,2021,Marketing Cloud,Email,6,73
Human Resources,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,52,96
Recruiting,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,30,38
Human Resources,1/1/21,723568,January,202101,2021,Marketing Cloud,Email,45,87
Student Affairs,1/1/21,500000,January,202101,2021,Marketing Cloud,Email,7,16
Recruiting,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,9,21
Academic Affairs,1/1/21,1549831,January,202101,2021,Marketing Cloud,Email,64,79
Student Affairs,9/1/20,355184,September,202009,2020,Marketing Cloud,Email,7,68
Recruiting,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,17,91
Recruiting,11/1/20,19871,November,202011,2020,Flashline,Portal Alert,40,74
IT,11/1/20,47,November,202011,2020,Marketing Cloud,Email,7,47
Recruiting,1/1/21,141779,January,202101,2021,Marketing Cloud,Email,30,85
Student Affairs,9/1/20,11590,September,202009,2020,TargetX Messaging,Text Message,15,16
WKSU,9/1/20,87671,September,202009,2020,Marketing Cloud,Email,27,41
Student Affairs,8/1/20,20217,August,202008,2020,Marketing Cloud,Email,10,61
Academic Affairs,10/1/20,31377,October,202010,2020,Marketing Cloud,Email,11,19
Human Resources,8/1/20,39863,August,202008,2020,Marketing Cloud,Email,37,74
Human Resources,8/1/20,106010,August,202008,2020,Marketing Cloud,Email,68,90
Human Resources,9/1/20,246,September,202009,2020,Marketing Cloud,Email,9,47
Academic Affairs,11/1/20,0,November,202011,2020,Flashline,Portal Alert,12,94
Academic Affairs,10/1/20,36625,October,202010,2020,Marketing Cloud,Email,74,94
Recruiting,10/1/20,80283,October,202010,2020,Marketing Cloud,Email,6,10
WKSU,12/1/20,106010,December,202012,2020,Marketing Cloud,Email,19,27
Human Resources,11/1/20,42015,November,202011,2020,Marketing Cloud,Email,12,29
UCM,11/1/20,136255,November,202011,2020,Marketing Cloud,Email,14,81
WKSU,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,30,49
Human Resources,11/1/20,20217,November,202011,2020,Marketing Cloud,Email,45,78
UCM,8/1/20,1029207,August,202008,2020,Marketing Cloud,Email,34,81
IT,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,1,63
Recruiting,8/1/20,355184,August,202008,2020,Marketing Cloud,Email,5,5
UCM,11/1/20,36157,November,202011,2020,Marketing Cloud,Email,30,64
Student Affairs,8/1/20,34478,August,202008,2020,Marketing Cloud,Email,52,88
Recruiting,1/1/21,141779,January,202101,2021,Marketing Cloud,Email,30,40
IT,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,61,83
Academic Affairs,10/1/20,27782,October,202010,2020,Marketing Cloud,Email,61,80
Recruiting,12/1/20,74152,December,202012,2020,Marketing Cloud,Email,43,67
WKSU,1/1/21,0,January,202101,2021,Marketing Cloud,Email,9,24
Recruiting,10/1/20,17307,October,202010,2020,Marketing Cloud,Email,11,12
IT,10/1/20,700000,October,202010,2020,Marketing Cloud,Email,22,29
WKSU,1/1/21,246,January,202101,2021,Marketing Cloud,Email,14,93
IT,12/1/20,125000,December,202012,2020,Marketing Cloud,Email,33,62
UCM,1/1/21,11590,January,202101,2021,Marketing Cloud,Email,15,37
IT,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,11,16
IT,12/1/20,47428,December,202012,2020,Marketing Cloud,Email,4,42
Academic Affairs,11/1/20,723568,November,202011,2020,Marketing Cloud,Email,17,26
WKSU,1/1/21,106010,January,202101,2021,Marketing Cloud,Email,5,10
Recruiting,10/1/20,36625,October,202010,2020,Marketing Cloud,Email,41,53
Student Affairs,10/1/20,246,October,202010,2020,Marketing Cloud,Email,19,24
Recruiting,9/1/20,246,September,202009,2020,Marketing Cloud,Email,2,34
UCM,1/1/21,182327,January,202101,2021,Marketing Cloud,Email,30,47
Student Affairs,10/1/20,39863,October,202010,2020,Marketing Cloud,Email,11,96
UCM,12/1/20,373,December,202012,2020,Marketing Cloud,Email,30,47
Recruiting,8/1/20,3432,August,202008,2020,Marketing Cloud,Email,25,53
Recruiting,1/1/21,49861,January,202101,2021,Marketing Cloud,Email,5,74
UCM,1/1/21,58502,January,202101,2021,Marketing Cloud,Email,12,28
Academic Affairs,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,19,20
Recruiting,1/1/21,47428,January,202101,2021,Marketing Cloud,Email,43,44
Recruiting,12/1/20,1271250,December,202012,2020,Marketing Cloud,Email,46,67
Recruiting,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,58,69
Recruiting,9/1/20,49861,September,202009,2020,Marketing Cloud,Email,7,73
UCM,10/1/20,80283,October,202010,2020,Marketing Cloud,Email,31,35
WKSU,8/1/20,34478,August,202008,2020,Marketing Cloud,Email,74,98
Recruiting,8/1/20,125000,August,202008,2020,Marketing Cloud,Email,66,85
WKSU,10/1/20,106010,October,202010,2020,Marketing Cloud,Email,24,94
Recruiting,8/1/20,259644,August,202008,2020,Marketing Cloud,Email,6,54
UCM,12/1/20,1549831,December,202012,2020,Marketing Cloud,Email,2,21
Human Resources,12/1/20,11590,December,202012,2020,Marketing Cloud,Email,13,62
Student Affairs,1/1/21,246,January,202101,2021,Marketing Cloud,Email,15,94
Recruiting,10/1/20,40000,October,202010,2020,TargetX Messaging,Text Message,20,30
IT,11/1/20,17131,November,202011,2020,Marketing Cloud,Email,4,24
UCM,8/1/20,700000,August,202008,2020,Marketing Cloud,Email,72,77
UCM,12/1/20,136255,December,202012,2020,Marketing Cloud,Email,48,62
Academic Affairs,11/1/20,100,November,202011,2020,Marketing Cloud,Email,18,25
Recruiting,8/1/20,38603,August,202008,2020,Marketing Cloud,Email,3,17
Recruiting,10/1/20,350000,October,202010,2020,Marketing Cloud,Email,42,69
Academic Affairs,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,53,67
Academic Affairs,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,15,18
Human Resources,10/1/20,74152,October,202010,2020,Marketing Cloud,Email,35,63
Recruiting,1/1/21,42015,January,202101,2021,Marketing Cloud,Email,4,79
Student Affairs,11/1/20,34478,November,202011,2020,Marketing Cloud,Email,92,98
Student Affairs,11/1/20,92268,November,202011,2020,Marketing Cloud,Email,6,16
IT,12/1/20,49861,December,202012,2020,Marketing Cloud,Email,32,75
IT,10/1/20,1029207,October,202010,2020,Marketing Cloud,Email,6,58
Recruiting,12/1/20,36157,December,202012,2020,Marketing Cloud,Email,57,73
IT,1/1/21,80283,January,202101,2021,Marketing Cloud,Email,11,16
Academic Affairs,10/1/20,47428,October,202010,2020,Marketing Cloud,Email,4,15
Academic Affairs,9/1/20,246,September,202009,2020,Marketing Cloud,Email,5,19
Student Affairs,1/1/21,167464,January,202101,2021,Marketing Cloud,Email,63,81
Academic Affairs,10/1/20,39863,October,202010,2020,Marketing Cloud,Email,49,68
Recruiting,11/1/20,100,November,202011,2020,Marketing Cloud,Email,12,49
Student Affairs,12/1/20,17131,December,202012,2020,Marketing Cloud,Email,54,88
IT,10/1/20,106010,October,202010,2020,Marketing Cloud,Email,10,13
IT,11/1/20,17307,November,202011,2020,Marketing Cloud,Email,13,56
UCM,1/1/21,136255,January,202101,2021,Marketing Cloud,Email,0,5
Human Resources,12/1/20,74152,December,202012,2020,Marketing Cloud,Email,8,12
Recruiting,10/1/20,11590,October,202010,2020,Marketing Cloud,Email,37,48
Academic Affairs,8/1/20,700000,August,202008,2020,Marketing Cloud,Email,83,87
WKSU,9/1/20,167464,September,202009,2020,Marketing Cloud,Email,34,34
Student Affairs,1/1/21,350000,January,202101,2021,Constant Contact,Email,34,46
UCM,12/1/20,1271250,December,202012,2020,Marketing Cloud,Email,19,45
WKSU,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,9,32
Recruiting,11/1/20,1549831,November,202011,2020,Marketing Cloud,Email,10,18
IT,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,73,84
Student Affairs,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,3,28
Academic Affairs,8/1/20,58502,August,202008,2020,Marketing Cloud,Email,2,55
Recruiting,8/1/20,19871,August,202008,2020,Marketing Cloud,Email,77,99
Recruiting,12/1/20,58502,December,202012,2020,Marketing Cloud,Email,1,35
Student Affairs,12/1/20,31377,December,202012,2020,Marketing Cloud,Email,33,36
WKSU,8/1/20,17131,August,202008,2020,Marketing Cloud,Email,39,62
Academic Affairs,9/1/20,1006194,September,202009,2020,Marketing Cloud,Email,25,32
Recruiting,8/1/20,27782,August,202008,2020,Marketing Cloud,Email,19,61
Academic Affairs,11/1/20,36157,November,202011,2020,Marketing Cloud,Email,43,79
Recruiting,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,33,40
Academic Affairs,9/1/20,350000,September,202009,2020,Marketing Cloud,Email,1,47
WKSU,10/1/20,36157,October,202010,2020,Marketing Cloud,Email,1,7
UCM,1/1/21,47,January,202101,2021,Marketing Cloud,Email,55,73
WKSU,10/1/20,1271250,October,202010,2020,Marketing Cloud,Email,17,64
IT,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,25,96
Student Affairs,12/1/20,1006194,December,202012,2020,Flashline,Portal Alert,20,27
Recruiting,10/1/20,136769,October,202010,2020,Marketing Cloud,Email,65,94
Recruiting,1/1/21,373,January,202101,2021,Marketing Cloud,Email,60,80
IT,10/1/20,182327,October,202010,2020,Marketing Cloud,Email,30,81
Student Affairs,10/1/20,34478,October,202010,2020,Marketing Cloud,Email,12,94
Academic Affairs,12/1/20,350000,December,202012,2020,Marketing Cloud,Email,27,37
Student Affairs,9/1/20,27782,September,202009,2020,Marketing Cloud,Email,48,74
Recruiting,8/1/20,47428,August,202008,2020,Marketing Cloud,Email,45,53
WKSU,8/1/20,38603,August,202008,2020,Marketing Cloud,Email,53,65
Academic Affairs,1/1/21,136255,January,202101,2021,Marketing Cloud,Email,0,12
Human Resources,9/1/20,0,September,202009,2020,Marketing Cloud,Email,14,40
Student Affairs,1/1/21,36157,January,202101,2021,Constant Contact,Email,11,12
Student Affairs,12/1/20,136769,December,202012,2020,Marketing Cloud,Email,22,56
Recruiting,8/1/20,355184,August,202008,2020,Marketing Cloud,Email,40,53
Student Affairs,11/1/20,1379954,November,202011,2020,Marketing Cloud,Email,30,47
UCM,10/1/20,47428,October,202010,2020,Marketing Cloud,Email,17,27
WKSU,11/1/20,19871,November,202011,2020,Marketing Cloud,Email,71,76
Recruiting,10/1/20,141779,October,202010,2020,Marketing Cloud,Email,5,68
IT,12/1/20,3432,December,202012,2020,Cognos Report to Email,Email,40,78
Recruiting,1/1/21,92268,January,202101,2021,Constant Contact,Email,9,82
UCM,1/1/21,27782,January,202101,2021,Marketing Cloud,Email,5,6
IT,1/1/21,350000,January,202101,2021,Marketing Cloud,Email,34,75
